index,model_answer,gold_answer,is_correct
0,2026,4049,False
1,3,1/2,False
2,12,\frac{1980}{169},False
3,41,6266942768,False
4,4050,6,False
5,10,138,False
6,8,248/517,False
7,6561,1164,False
8,10,2 \sqrt{3}+\frac{8 \pi}{3},False
9,2640,213,False
10,3,14/5,False
11,2025,2112,False
0,1,NaN,False
1,2,NaN,False
2,8,NaN,False
3,41,NaN,False
4,1,NaN,False
5,10,NaN,False
6,1,NaN,False
7,6144,NaN,False
8,12.566370614359172,NaN,False
9,120,NaN,False
10,4,NaN,False
11,2025,NaN,False
0,2025,NaN,False
1,4,NaN,False
2,10,NaN,False
3,41,NaN,False
4,2024,NaN,False
5,130,NaN,False
6,2,NaN,False
7,6144,NaN,False
8,23.509526717077996,NaN,False
9,2002,NaN,False
10,3,NaN,False
11,2025,NaN,False
0,2025,NaN,False
1,3,NaN,False
2,12,NaN,False
3,41,NaN,False
4,30,NaN,False
5,2,NaN,False
6,1,NaN,False
7,6561,NaN,False
8,25.132741228718345,NaN,False
9,16800,NaN,False
10,3,NaN,False
11,2025,NaN,False
0,1,NaN,False
1,1,NaN,False
2,12,NaN,False
3,41,NaN,False
4,60,NaN,False
5,0,NaN,False
6,1,NaN,False
7,6561,NaN,False
8,25.132741228718345,NaN,False
9,120,NaN,False
10,6,NaN,False
11,2025,NaN,False
0,1,4049,False
1,2,1/2,False
2,12,\frac{1980}{169},False
3,41,6266942768,False
4,4047,6,False
5,130,138,False
6,1,248/517,False
7,6561,1164,False
8,8,2 \sqrt{3}+\frac{8 \pi}{3},False
9,120,213,False
10,3,14/5,False
11,2024,2112,False
0,1,4049,False
1,2,1/2,False
2,7,\frac{1980}{169},False
3,41,6266942768,False
4,4048,6,False
5,4,138,False
6,1,248/517,False
7,384,1164,False
8,16.755160819145566,2 \sqrt{3}+\frac{8 \pi}{3},False
9,49152,213,False
10,3,14/5,False
11,2025,2112,False
0,2025,4049,False
1,2,1/2,False
2,8,\frac{1980}{169},False
3,41,6266942768,False
4,4047,6,False
5,10,138,False
6,66,248/517,False
7,384,1164,False
8,37.69911184307752,2 \sqrt{3}+\frac{8 \pi}{3},False
9,49152,213,False
10,3,14/5,False
11,2024,2112,False
0,1,4049,False
1,2,1/2,False
2,6,\frac{1980}{169},False
3,41,6266942768,False
4,288,6,False
5,4,138,False
6,1,248/517,False
7,8,1164,False
8,25.132741228718345,2 \sqrt{3}+\frac{8 \pi}{3},False
9,16,213,False
10,3,14/5,False
11,675,2112,False
