index,model_answer,gold_answer,is_correct
0,None,70,False
1,576,588,False
2,648,16,False
3,0,117,False
4,N - 2025,279,False
5,306,504,False
6,7,821,False
7,41,77,False
8,7,62,False
9,90,81,False
10,2,259,False
11,703.125,510,False
12,55,204,False
13,85,60,False
14,907,735,False
15,0,468,False
16,9,49,False
17,2,82,False
18,56,106,False
19,360,336,False
20,37,293,False
21,16385,237,False
22,1000,610,False
23,18,149,False
24,784,907,False
25,138132480,113,False
26,56,19,False
27,None,248,False
28,14,104,False
29,188,240,False
