index,model_answer,gold_answer,is_correct
0,3*sqrt(2)/2,3,False
1,25,12,False
2,288,1296,False
3,2025,31,False
4,1,21,False
5,20,81920,False
6,120,1305,False
7,150,200,False
8,1,1/91,False
9,4096,372,False
10,30,79,False
11,9,5,False
12,60,36,False
13,52921,99774,False
14,6,495,False
15,pi/2,5\pi + 6\sqrt{3},False
16,430,7350,False
17,5.5,8.5,False
18,12,91/6,False
19,2,\frac{sqrt{7} + 1}{2},False
20,0,238,False
21,285,855,False
22,1,\sqrt{3} - 1,False
23,1023,3069,False
24,245,175,False
25,96,96-10\sqrt{21},False
26,5778,5940,False
27,120,254,False
28,17,199/8,False
29,1/3,\frac{3\sqrt{5}}{7},False
0,2,3,False
1,16,12,False
2,12,1296,False
3,1013,31,False
4,1,21,False
5,3,81920,False
6,40,1305,False
7,50,200,False
8,1,1/91,False
9,4096,372,False
10,65,79,False
11,5,5,True
12,36,36,True
13,76471,99774,False
14,1,495,False
15,6*sqrt(3),5\pi + 6\sqrt{3},False
16,2916,7350,False
17,5.5,8.5,False
18,9,91/6,False
19,2,\frac{sqrt{7} + 1}{2},False
20,24,238,False
21,285,855,False
22,1,\sqrt{3} - 1,False
23,460,3069,False
24,244,175,False
25,140,96-10\sqrt{21},False
26,7021,5940,False
27,0,254,False
28,49/3,199/8,False
29,1/3,\frac{3\sqrt{5}}{7},False
0,sqrt(5),NaN,False
1,8,NaN,False
2,24,NaN,False
3,253,NaN,False
4,10,NaN,False
5,1680,NaN,False
6,32,NaN,False
7,108,NaN,False
8,1,NaN,False
9,4096,NaN,False
10,30,NaN,False
11,5,NaN,True
12,60,NaN,False
13,12345,NaN,False
14,153615,NaN,False
15,6*sqrt(3),NaN,False
16,6,NaN,False
17,5.5,NaN,False
18,12,NaN,False
19,25,NaN,False
20,2,NaN,False
21,441,NaN,False
22,sqrt(2),NaN,False
23,45,NaN,False
24,245,NaN,False
25,96,NaN,False
26,7140,NaN,False
27,2,NaN,False
28,55,NaN,False
29,1/3,NaN,False
0,3,NaN,True
1,16,NaN,False
2,12,NaN,False
3,2025,NaN,False
4,9,NaN,False
5,3,NaN,False
6,20,NaN,False
7,72,NaN,False
8,1,NaN,False
9,4096,NaN,False
10,30,NaN,False
11,9,NaN,False
12,24,NaN,False
13,10001,NaN,False
14,35,NaN,False
15,6*sqrt(3),NaN,False
16,43,NaN,False
17,5.5,NaN,False
18,12,NaN,False
19,1,NaN,False
20,10,NaN,False
21,1015,NaN,False
22,1/2,NaN,False
23,906,NaN,False
24,672,NaN,False
25,110,NaN,False
26,7816,NaN,False
27,2,NaN,False
28,21,NaN,False
29,1/3,NaN,False
0,2,NaN,False
1,24,NaN,False
2,288,NaN,False
3,10,NaN,False
4,19,NaN,False
5,16,NaN,False
6,8,NaN,False
7,150,NaN,False
8,1,NaN,False
9,4096,NaN,False
10,100,NaN,False
11,5,NaN,True
12,30,NaN,False
13,10001,NaN,False
14,10,NaN,False
15,12.566370614359172,NaN,False
16,396,NaN,False
17,5.5,NaN,False
18,14,NaN,False
19,-1/2 + sqrt(13)/2,NaN,False
20,12,NaN,False
21,285,NaN,False
22,sqrt(2)/2,NaN,False
23,11,NaN,False
24,245,NaN,False
25,96,NaN,False
26,1800,NaN,False
27,0,NaN,False
28,17,NaN,False
29,1/4,NaN,False
0,2,NaN,False
1,1,NaN,False
2,216,NaN,False
3,44,NaN,False
4,19,NaN,False
5,3,NaN,False
6,110,NaN,False
7,135,NaN,False
8,1,NaN,False
9,4096,NaN,False
10,30,NaN,False
11,5,NaN,True
12,60,NaN,False
13,63393,NaN,False
14,15,NaN,False
15,12.566370614359172,NaN,False
