index,model_answer,gold_answer,is_correct
0,3,3,True
1,3,12,False
2,144,1296,False
3,45,31,False
4,29,21,False
5,1680,81920,False
6,100,1305,False
7,300,200,False
8,1/1000,1/91,False
9,4096,372,False
10,65,79,False
11,5,5,True
12,60,36,False
13,11001,99774,False
14,7,495,False
15,16 + 16*sqrt(2),5\pi + 6\sqrt{3},False
16,8,7350,False
17,8,8.5,False
18,12,91/6,False
19,2,\frac{sqrt{7} + 1}{2},False
20,23,238,False
21,75,855,False
22,1,\sqrt{3} - 1,False
23,264,3069,False
24,7434285117724609375/10968475320188928,175,False
25,96,96-10\sqrt{21},False
26,7260,5940,False
27,20,254,False
28,12,199/8,False
29,1/3,\frac{3\sqrt{5}}{7},False
0,5/4,NaN,False
1,25,NaN,False
2,8,NaN,False
3,1,NaN,False
4,9,NaN,False
5,1680,NaN,False
6,40,NaN,False
7,150,NaN,False
8,1,NaN,False
9,4096,NaN,False
10,50,NaN,False
11,5,NaN,True
12,60,NaN,False
13,55555,NaN,False
14,7,NaN,False
15,2.0943951023931957,NaN,False
16,72,NaN,False
17,5.5,NaN,False
18,12,NaN,False
19,2,NaN,False
20,1,NaN,False
21,285,NaN,False
22,1,NaN,False
23,230,NaN,False
24,900,NaN,False
25,96,NaN,False
26,14280,NaN,False
27,0,NaN,False
28,10,NaN,False
29,1/3,NaN,False
0,2,NaN,False
1,9,NaN,False
2,144,NaN,False
3,44,NaN,False
4,9,NaN,False
5,20,NaN,False
6,40,NaN,False
7,592,NaN,False
8,1,NaN,False
9,4096,NaN,False
10,46.15,NaN,False
11,7,NaN,False
12,24,NaN,False
13,99999,NaN,False
14,6,NaN,False
15,75.39822368615503,NaN,False
16,1849,NaN,False
17,5.5,NaN,False
18,10,NaN,False
19,2,NaN,False
20,12,NaN,False
21,285,NaN,False
22,1,NaN,False
23,6,NaN,False
24,224,NaN,False
25,48,NaN,False
26,14280,NaN,False
27,1,NaN,False
28,25/3,NaN,False
29,1/2,NaN,False
